enemy_distance,enemy_angle,edge_distance,center_distance,enemy_stuck,enemy_behind,skill_ready,dash_ready,situation,category,round,strategy
2.25,-169.3,4.93,4.11,0,0,0,0,"Enemy is 2.25 meters ahead, angle -169.3 degrees, edge distance 4.93, center distance 4.11, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",simulation,3,turn_left_45
2.07,-80.0,2.37,0.93,0,1,0,0,"Enemy is 2.07 meters ahead, angle -80.0 degrees, edge distance 2.37, center distance 0.93, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,4,turn_right_90+accelerate
1.21,174.1,4.33,0.33,1,0,0,0,"Enemy is 1.21 meters ahead, angle 174.1 degrees, edge distance 4.33, center distance 0.33, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",tournament,1,boost
0.31,140.3,0.17,0.92,1,1,0,0,"Enemy is 0.31 meters ahead, angle 140.3 degrees, edge distance 0.17, center distance 0.92, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,3,turn_right_45+accelerate
0.46,-158.3,3.04,0.59,1,1,0,0,"Enemy is 0.46 meters ahead, angle -158.3 degrees, edge distance 3.04, center distance 0.59, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,2,turn_left_15+accelerate
0.19,-164.1,2.39,3.52,0,0,0,1,"Enemy is 0.19 meters ahead, angle -164.1 degrees, edge distance 2.39, center distance 3.52, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",practice,1,turn_right_45+accelerate
0.29,-178.9,0.6,3.97,0,1,0,0,"Enemy is 0.29 meters ahead, angle -178.9 degrees, edge distance 0.6, center distance 3.97, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,2,turn_right_45+accelerate
0.38,-58.5,1.23,1.28,1,1,1,1,"Enemy is 0.38 meters ahead, angle -58.5 degrees, edge distance 1.23, center distance 1.28, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",simulation,3,turn_right_90+accelerate
0.78,172.6,4.13,4.46,0,0,0,1,"Enemy is 0.78 meters ahead, angle 172.6 degrees, edge distance 4.13, center distance 4.46, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,1,turn_right_90+dash+accelerate
1.63,89.9,0.36,4.02,1,1,0,1,"Enemy is 1.63 meters ahead, angle 89.9 degrees, edge distance 0.36, center distance 4.02, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,2,turn_left_90+dash+accelerate
1.9,-70.0,3.22,0.48,1,1,0,0,"Enemy is 1.9 meters ahead, angle -70.0 degrees, edge distance 3.22, center distance 0.48, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",tournament,3,turn_right_90+accelerate
1.27,95.2,4.82,0.28,0,1,0,0,"Enemy is 1.27 meters ahead, angle 95.2 degrees, edge distance 4.82, center distance 0.28, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,2,turn_left_15+accelerate
0.54,158.8,2.93,4.56,0,0,1,0,"Enemy is 0.54 meters ahead, angle 158.8 degrees, edge distance 2.93, center distance 4.56, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",simulation,2,turn_left_15+accelerate
2.32,115.8,1.37,3.32,1,1,1,1,"Enemy is 2.32 meters ahead, angle 115.8 degrees, edge distance 1.37, center distance 3.32, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,4,turn_left_15+accelerate
2.2,-38.7,4.41,0.76,0,1,1,0,"Enemy is 2.2 meters ahead, angle -38.7 degrees, edge distance 4.41, center distance 0.76, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,3,turn_left_90
0.82,21.6,3.34,0.4,0,0,0,1,"Enemy is 0.82 meters ahead, angle 21.6 degrees, edge distance 3.34, center distance 0.4, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,4,turn_right_45
2.1,-104.3,3.37,4.84,0,0,1,1,"Enemy is 2.1 meters ahead, angle -104.3 degrees, edge distance 3.37, center distance 4.84, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",tournament,4,turn_left_15+accelerate
1.39,-20.5,0.45,2.96,0,0,0,1,"Enemy is 1.39 meters ahead, angle -20.5 degrees, edge distance 0.45, center distance 2.96, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,5,turn_right_45+dash+accelerate
2.05,7.5,4.02,3.01,1,1,0,1,"Enemy is 2.05 meters ahead, angle 7.5 degrees, edge distance 4.02, center distance 3.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,1,turn_right_15
1.39,-60.6,0.67,2.33,0,0,1,0,"Enemy is 1.39 meters ahead, angle -60.6 degrees, edge distance 0.67, center distance 2.33, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,2,turn_left_15+accelerate
2.22,-54.1,1.15,4.8,0,0,0,1,"Enemy is 2.22 meters ahead, angle -54.1 degrees, edge distance 1.15, center distance 4.8, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,4,turn_right_90+accelerate
0.84,35.1,4.46,3.28,1,0,1,1,"Enemy is 0.84 meters ahead, angle 35.1 degrees, edge distance 4.46, center distance 3.28, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,1,boost
1.01,108.8,3.34,2.26,0,1,1,0,"Enemy is 1.01 meters ahead, angle 108.8 degrees, edge distance 3.34, center distance 2.26, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",practice,5,turn_left_90+accelerate
0.13,-58.1,4.67,2.39,1,0,0,0,"Enemy is 0.13 meters ahead, angle -58.1 degrees, edge distance 4.67, center distance 2.39, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",tournament,4,turn_right_45+accelerate
1.21,149.7,0.65,3.41,1,1,1,0,"Enemy is 1.21 meters ahead, angle 149.7 degrees, edge distance 0.65, center distance 3.41, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",tournament,2,turn_left_45+accelerate
0.46,143.9,3.64,1.04,1,0,1,0,"Enemy is 0.46 meters ahead, angle 143.9 degrees, edge distance 3.64, center distance 1.04, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",practice,2,turn_left_15+accelerate
